name,lon,lat,injuries,fatalities,points,score
E Houston St and Mulberry St,-73.99491,40.724953,8,0,1,1
Church St and Worth St,-74.00624999999999,40.717075,16,0,1,1
Greenwich St and Beach St,-74.01007,40.720757,5,0,1,1
Franklin St and Hudson St,-74.0087,40.719296,2,0,1,1
"40.722324,-74.01175",-74.01175000000001,40.722324,13,0,1,1
W 42nd St and 10th Ave,-73.995476,40.75963,44,0,1,1
Mulberry St and Jersey St,-73.99535,40.72407,1,0,1,1
Spring St and Cleveland Pl,-73.99712,40.7223,24,0,1,1
Lafayette St and Kenmare St,-73.997765,40.721577,10,0,1,1
Leonard St and Hudson St,-74.00875000000001,40.71903,2,0,1,1
"40.721066,-73.99819",-73.99818999999999,40.721066,18,0,1,1
Worth St and W Broadway,-74.00754000000001,40.717663,17,0,1,1
Grand St and Lafayette St,-73.99906,40.720043,4,0,1,1
Prince St and Mulberry St,-73.995705,40.723366,8,0,1,1
Howard St and Lafayette St,-73.99984000000001,40.719193,2,0,1,1
"40.763657,-73.99905",-73.99905,40.763657,5,0,1,1
Canal St and Lafayette St,-74.000534,40.71843,58,0,1,1
N Moore St and Greenwich St,-74.01018500000001,40.720116,10,0,1,1
Thomas St and Church St,-74.006676,40.716534,5,0,1,1
Lafayette St and White St,-74.001564,40.7173,3,0,1,1
"40.71864,-74.00882",-74.00882,40.71864,3,0,1,1
W 44th St and 11th Ave,-73.99739,40.762127,10,1,1,1
Kenmare St and Cleveland Pl,-73.9974,40.72145,7,0,1,1
Broadway and Duane St,-74.00542,40.715237,6,0,1,1
Lafayette St and Franklin St,-74.002075,40.716732,3,0,1,1
"40.721638,-74.011894",-74.011894,40.721638,4,0,1,1
"40.71618,-74.002556",-74.002556,40.71618,4,0,1,1
Lafayette St and Catherine Ln,-74.00281,40.715885,1,0,1,1
Federal Plz and Worth St,-74.00303,40.715584,19,0,1,1
Broome St and Centre St,-73.99766,40.720837,6,0,1,1
"40.713993,-74.0044",-74.0044,40.713993,1,0,1,1
"40.719784,-73.99852",-73.99852,40.719784,13,0,1,1
W 43rd St and 10th Ave,-73.99498,40.7603,15,0,1,1
"40.764076,-73.99873",-73.99872999999999,40.764076,23,1,1,1
Mulberry St and Spring St,-73.99627,40.72195,1,0,1,1
Franklin St and Greenwich St,-74.01029,40.71945,1,0,1,1
Howard St and Centre St,-73.99924,40.718914,2,0,1,1
Hester St and Centre St,-73.99942,40.71868,3,0,1,1
Centre Market Pl and Broome St,-73.99735,40.720703,2,0,1,1
Hudson St and Jay St,-74.00894,40.717926,1,0,1,1
Centre St and Canal St,-73.999954,40.718018,32,2,1,1
Mott St and Prince St,-73.99491,40.723038,4,0,1,1
Church St and Duane St,-74.00709500000001,40.716,8,0,1,1
"40.714676,-74.00589",-74.00588999999999,40.714676,14,0,1,1
White St and Centre St,-74.00082,40.71693,7,0,1,1
11th Ave and W 45th St,-73.99691,40.76275,9,0,1,1
Kenmare St and Mulberry St,-73.996574,40.721172,22,0,1,1
Chambers St and Elk St,-74.00482,40.713474,8,0,1,1
Baxter St and Grand St,-73.99805499999999,40.71958,1,0,1,1
Hudson St and Thomas St,-74.009,40.717598,1,0,1,1
Duane St and Lafayette St,-74.0034,40.71415,2,0,1,1
Greenwich St and Harrison St,-74.0104,40.718803,2,0,1,1
Centre St and Leonard St,-74.00168600000001,40.715744,9,0,1,1
Broome St and Mulberry St,-73.99683,40.720505,7,0,1,1
Centre St and Worth St,-74.00211,40.71516,8,0,1,1
Foley Sq and Reade St,-74.00360000000001,40.713646,11,0,1,1
Duane St and W Broadway,-74.00838,40.716587,9,0,1,1
"40.718445,-73.99875",-73.99875,40.718445,1,0,1,1
Chambers St and Centre St,-74.00406,40.713135,41,0,1,1
"40.720318,-74.01217",-74.01217,40.720318,20,0,1,1
"40.72162,-73.99547",-73.99547,40.72162,5,0,1,1
Church St and Reade St,-74.00754499999999,40.71543,12,0,1,1
Broadway and Chambers St,-74.00631,40.714165,35,0,1,1
Canal St and Baxter St,-73.99930999999999,40.71755,12,0,1,1
Duane St and Hudson St,-74.00912,40.71692,6,0,1,1
"40.764904,-73.99814",-73.99814000000001,40.764904,7,0,1,1
11th Ave and W 46th St,-73.99646,40.763374,21,0,1,1
Kenmare St and Mott St,-73.99575,40.720894,15,0,1,1
"40.719322,-73.99731",-73.99731,40.719322,5,0,1,1
Baxter St and White St,-73.99993000000001,40.716545,2,0,1,1
"40.716198,-74.00014",-74.00014,40.716198,6,0,1,1
W Broadway and Reade St,-74.00882,40.716015,7,0,1,1
Mott St and Broome St,-73.99603,40.72018,3,0,1,1
Mulberry St and Hester St,-73.99793,40.71816,11,0,1,1
Church St and Chambers St,-74.00794,40.714928,19,0,1,1
Reade St and Hudson St,-74.00921,40.716187,2,0,1,1
Broadway and Warren St,-74.00675,40.71362,5,0,1,1
Greenwich St and Duane St,-74.0107,40.71747,7,0,1,1
"40.76553,-73.99767",-73.99767,40.76553,36,0,1,1
Canal St and Walker St,-73.99858999999999,40.7171,26,1,1,1
West St and Harrison St,-74.01244,40.71906,6,0,1,1
Kenmare St and Elizabeth St,-73.99497,40.720627,13,1,1,1
W 47th St and 11th Ave,-73.996,40.764,11,0,1,1
Grand St and Mott St,-73.996475,40.719048,3,0,1,1
Chambers St and W Broadway,-74.00924000000001,40.71552,16,0,1,1
Mulberry St and Bayard St,-73.99932,40.71592,5,0,1,1
Greenwich St and Reade St,-74.01083,40.716927,5,0,1,1
Elizabeth St and Broome St,-73.99526,40.719868,2,0,1,1
Church St and Warren St,-74.008385,40.714363,14,0,1,1
Hester St and Mott St,-73.99711000000001,40.71787,16,0,1,1
Broadway and Murray St,-74.00722500000001,40.713055,3,0,1,1
"40.711655,-74.00583",-74.00583,40.711655,6,0,1,1
"40.714367,-74.00046",-74.00046,40.714367,9,0,1,1
"40.766144,-73.99724",-73.99724000000001,40.766144,12,1,1,1
"40.71101,-74.00362",-74.00362,40.71101,1,0,1,1
Mott St and Canal St,-73.997765,40.716812,39,1,1,1
W 48th St and 11th Ave,-73.995544,40.764626,15,0,1,1
Grand St and Elizabeth St,-73.9957,40.718777,8,0,1,1
Gold St and Spruce St,-74.00425,40.710167,8,0,1,1
"40.716305,-74.01096",-74.01096,40.716305,22,0,1,1
W Broadway and Warren St,-74.00968,40.714947,13,0,1,1
"40.710827,-74.00338",-74.00338000000001,40.710827,2,0,1,1
Bayard St and Mott St,-73.99849,40.715633,9,0,1,1
"40.71157,-74.00246",-74.00246,40.71157,0,0,1,1
Church St and Murray St,-74.008835,40.713795,12,1,1,1
"40.717598,-73.99633",-73.99633,40.717598,16,0,1,1
Broadway and Park Pl,-74.00767,40.712532,12,0,1,1
Gold St and Beekman St,-74.00483,40.70966,5,0,1,1
Pell St and Mott St,-73.99885999999999,40.714996,1,0,1,1
William St and Beekman St,-74.0056,40.710396,2,0,1,1
Nassau St and Beekman St,-74.00648,40.71123,2,1,1,1
"40.71174,-74.00699",-74.00699,40.71174,8,0,1,1
"40.76678,-73.996765",-73.996765,40.76678,16,0,1,1
Canal St and Elizabeth St,-73.99699,40.71654,25,2,1,1
Greenwich St and Warren St,-74.01111,40.71559,5,0,1,1
Worth St and Mulberry St,-73.99956,40.713924,9,0,1,1
11th Ave and W 49th St,-73.99509,40.76525,15,0,1,1
"40.717175,-74.01286",-74.01286,40.717175,48,0,1,1
Ann St and Gold St,-74.00515,40.709427,2,0,1,1
Mott St and Mosco St,-73.998795,40.7145,1,0,1,1
"40.714382,-74.01013",-74.01013,40.714382,4,0,1,1
Elizabeth St and Bayard St,-73.99772,40.71536,13,0,1,1
Church St and Park Pl,-74.009254,40.713257,15,0,1,1
Broadway and Barclay St,-74.0081,40.711994,16,0,1,1
"40.714825,-73.99803",-73.99803,40.714825,1,0,1,1
Ann St and William St,-74.00609,40.70991,5,0,1,1
"40.717663,-74.01393",-74.01393,40.717663,1,0,1,1
Bowery and Hester St,-73.99543,40.717278,37,0,1,1
Cliff St and Fulton St,-74.004814,40.70839,4,0,1,1
"40.71491,-74.011345",-74.01134500000001,40.71491,5,0,1,1
Madison St and Pearl St,-74.00087000000001,40.711697,3,0,1,1
"40.7674,-73.99633",-73.99633,40.7674,6,0,1,1
"40.716454,-74.01305",-74.01305000000001,40.716454,17,0,1,1
"40.71385,-74.01056",-74.01056,40.71385,9,0,1,1
Canal St and Bowery,-73.996056,40.716232,118,1,2,2
Ann St and Nassau St,-74.00738,40.71058,6,0,1,1
Pearl St and Fulton St,-74.00432600000001,40.707825,18,0,1,1
"40.709557,-74.00644",-74.00644,40.709557,5,0,1,1
"40.712723,-74.00967",-74.00967,40.712723,16,0,1,1
Worth St and Chatham Sq,-73.99858,40.713467,16,0,1,1
"40.709873,-74.00705",-74.00705000000001,40.709873,1,0,1,1
Bowery and Bayard St,-73.99679999999999,40.71504,21,0,1,1
Park Row and Broadway,-74.0086,40.71139,24,0,1,1
Greenwich St and Park Pl,-74.01152999999999,40.714294,3,0,1,1
Chatham Sq and St James Pl,-73.99802,40.713715,4,0,1,1
Bowery and Pell St,-73.99709,40.71462,11,0,1,1
Doyers St and Bowery,-73.997505,40.71407,20,0,1,1
Fulton St and Nassau St,-74.007744,40.71022,3,0,1,1
Pearl St and Saint James Pl,-74.00051000000001,40.710983,5,0,1,1
"40.708084,-74.0034",-74.0034,40.708084,6,0,1,1
"40.712597,-73.998886",-73.998886,40.712597,8,0,1,1
Madison St and Saint James Pl,-73.9997,40.71178,19,0,1,1
Oliver St and Worth St,-73.99822,40.71324,8,0,1,1
"40.768036,-73.99585",-73.99585,40.768036,19,0,1,1
W Broadway and Barclay St,-74.011,40.71333,4,0,1,1
Pearl St and Peck Slip,-74.0025,40.708847,6,0,1,1
Pearl St and Ave of the Finest,-74.00114000000001,40.710175,31,0,1,1
"40.709522,-74.00166",-74.00166,40.709522,23,0,1,1
"40.712086,-74.010124",-74.010124,40.712086,7,0,1,1
Barclay St and Greenwich St,-74.01174,40.71367,2,0,1,1
Pearl St and John St,-74.005486,40.707386,2,0,1,1
Cliff St and John St,-74.00602000000001,40.707905,1,0,1,1
"40.715233,-74.01335",-74.01335,40.715233,56,0,1,1
Broadway and Fulton St,-74.00906000000001,40.710888,13,0,1,1
Canal St and Chrystie St,-73.99496000000001,40.715855,28,1,1,1
Water St and Beekman St,-74.00310500000001,40.707672,1,0,1,1
Catherine St and E Broadway,-73.9973,40.713467,15,2,1,1
John St and Gold St,-74.00653,40.708225,10,0,1,1
Washington St and Barclay St,-74.01233000000001,40.71394,3,0,1,1
Madison St and James St,-73.99867999999999,40.71188,2,0,1,1
William St and John St,-74.00728599999999,40.7087,10,0,1,1
John St and Dutch St,-74.007805,40.70909,1,0,1,1
Pearl St and Platt St,-74.00595,40.707207,2,0,1,1
"40.70827,-74.0019",-74.00190000000001,40.70827,1,0,1,1
John St and Nassau St,-74.008415,40.70953,7,0,1,1
Church St and Fulton St,-74.01047,40.711536,3,0,1,1
Gold St and Platt St,-74.00683600000001,40.70786,3,0,1,1
"40.71041,-74.009476",-74.00947600000001,40.71041,2,0,1,1
Front St and Beekman St,-74.00275000000001,40.707214,5,0,1,1
"40.714493,-74.013596",-74.01359600000001,40.714493,5,0,1,1
Henry St and Catherine St,-73.99711600000001,40.7128,6,0,1,1
Broadway and John St,-74.00954400000001,40.710327,4,0,1,1
Madison St and Oliver St,-73.99777,40.71197,5,0,1,1
"40.708344,-74.00764",-74.00763999999999,40.708344,2,0,1,1
"40.70786,-74.00148",-74.00148,40.70786,1,0,1,1
Church St and Dey St,-74.0108,40.711018,2,0,1,1
"40.769295,-73.994934",-73.994934,40.769295,17,0,1,1
Maiden Ln and Nassau St,-74.00889599999999,40.709045,2,0,1,1
Madison St and Catherine St,-73.99695,40.71207,15,0,1,1
William St and Maiden Ln,-74.008,40.707977,11,0,1,1
Vesey St and West St,-74.013756,40.71369,22,0,1,1
Broadway and Cortlandt St,-74.00999,40.709805,5,1,1,1
"40.70835,-74.00048",-74.00048,40.70835,1,0,1,1
Maiden Ln and Gold St,-74.00745999999999,40.70722,3,0,1,1
William St and Liberty St,-74.00827,40.70772,2,0,1,1
Liberty St and Nassau St,-74.00937,40.708614,1,0,1,1
Cortlandt St and Trinity Pl,-74.01123,40.710365,0,0,1,1
Liberty St and Liberty Pl,-74.00966,40.708755,2,0,1,1
"40.711346,-73.99678",-73.99678,40.711346,9,0,1,1
South St and Dover St,-74.00013,40.707912,6,0,1,1
Cedar St and William St,-74.008644,40.70734,0,0,1,1
"40.709156,-74.010544",-74.010544,40.709156,10,0,1,1
"40.70856,-73.999016",-73.999016,40.70856,11,0,1,1
Cedar St and Nassau St,-74.00982999999999,40.70812,1,0,1,1
Liberty St and Trinity Pl,-74.01167,40.709686,3,0,1,1
Cedar St and Broadway,-74.01085,40.708797,3,0,1,1
William St and Pine St,-74.009,40.70694,4,0,1,1
Broadway and Thames St,-74.01101,40.708595,3,0,1,1
"40.71022,-73.99633",-73.99633,40.71022,6,0,1,1
"40.71013,-74.01262",-74.01262,40.71013,2,0,1,1
Nassau St and Pine St,-74.0102,40.707695,8,0,1,1
Cedar St and Trinity Pl,-74.01193000000001,40.709305,9,0,1,1
Broadway and Pine St,-74.011246,40.708305,5,0,1,1
"40.709774,-73.996216",-73.996216,40.709774,2,0,1,1
Greenwich St and Cedar St,-74.01284,40.70971,1,0,1,1
Trinity Pl and Thames St,-74.012146,40.708992,0,0,1,1
"40.709206,-73.99606",-73.99606,40.709206,13,0,1,1
Albany St and Greenwich St,-74.01308400000001,40.70915,3,0,1,1
Wall St and Broadway,-74.0117,40.707756,2,0,1,1
Washington St and Albany St,-74.013885,40.7095,3,0,1,1
Broadway and Rector St,-74.01195,40.70745,4,0,1,1
Rector St and Trinity Pl,-74.01296000000001,40.70777,12,0,1,1
"40.707966,-74.013596",-74.01359600000001,40.707966,5,0,1,1
Edgar St and Trinity Pl,-74.01352,40.706944,1,0,1,1
Edgar St and Greenwich St,-74.01396,40.70711,0,0,1,1
